customer_id,contract,internet_service,tech_support,payment_method,paperless_billing,churn
2027-FECZV,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
2672-DZUOY,Month-to-month,DSL,No,Electronic check,Yes,Yes
4706-DGAHW,Month-to-month,DSL,No,Electronic check,No,No
3870-MQAMG,One year,Fiber optic,Yes,Electronic check,No,Yes
6670-MFRPK,Two year,Fiber optic,No,Credit card (automatic),Yes,No
6177-PEVRA,Two year,DSL,No,Credit card (automatic),No,No
4800-CZMPC,One year,Fiber optic,No,Credit card (automatic),Yes,Yes
4813-HQMGZ,Month-to-month,Fiber optic,Yes,Electronic check,Yes,No
7579-KKLOE,Two year,DSL,Yes,Mailed check,Yes,No
7377-DMMRI,Month-to-month,DSL,No,Electronic check,Yes,Yes
8402-EIVQS,One year,Fiber optic,No,Credit card (automatic),Yes,No
4947-DSMXK,Month-to-month,Fiber optic,No,Bank transfer (automatic),Yes,No
7245-NIIWQ,Month-to-month,Fiber optic,No,Electronic check,Yes,No
0002-ORFBO,One year,DSL,Yes,Mailed check,Yes,No
3324-OIRTO,One year,Fiber optic,No,Bank transfer (automatic),Yes,No
5414-OFQCB,Two year,Fiber optic,Yes,Credit card (automatic),Yes,No
4967-WPNCF,Two year,DSL,Yes,Bank transfer (automatic),Yes,No
8552-OBVRU,Month-to-month,Fiber optic,Yes,Electronic check,Yes,No
8499-BRXTD,One year,No,No internet service,Mailed check,No,No
9154-QDGTH,One year,Fiber optic,Yes,Credit card (automatic),Yes,No
8197-BFWVU,Two year,DSL,Yes,Bank transfer (automatic),Yes,No
2577-GVSIL,One year,DSL,Yes,Bank transfer (automatic),Yes,No
9367-OIUXP,Month-to-month,No,No internet service,Mailed check,No,No
6770-UAYGJ,Two year,No,No internet service,Mailed check,No,No
6463-HHXJR,Two year,Fiber optic,No,Bank transfer (automatic),No,No
7928-VJYAB,Month-to-month,Fiber optic,No,Electronic check,No,No
1187-WILMM,Two year,DSL,Yes,Credit card (automatic),Yes,No
9776-OJUZI,Month-to-month,Fiber optic,No,Bank transfer (automatic),Yes,No
1306-RPWXZ,Two year,No,No internet service,Credit card (automatic),No,No
8949-JTMAY,Month-to-month,Fiber optic,No,Credit card (automatic),Yes,Yes
2774-LVQUS,Month-to-month,Fiber optic,Yes,Electronic check,Yes,Yes
3097-PYWXL,Month-to-month,No,No internet service,Electronic check,Yes,No
2266-SJNAT,One year,Fiber optic,Yes,Credit card (automatic),No,No
0869-PAPRP,Month-to-month,Fiber optic,No,Credit card (automatic),Yes,No
4238-JSSWH,Month-to-month,Fiber optic,No,Bank transfer (automatic),No,No
2972-YDYUW,One year,Fiber optic,Yes,Electronic check,No,No
1104-FEJAM,Month-to-month,DSL,No,Electronic check,No,No
2809-ILCYT,One year,No,No internet service,Mailed check,Yes,No
5499-ECUTN,One year,DSL,No,Credit card (automatic),Yes,No
4981-FLTMF,Month-to-month,DSL,Yes,Bank transfer (automatic),No,No
9121-PHQSR,Month-to-month,Fiber optic,No,Credit card (automatic),Yes,No
3113-IWHLC,Month-to-month,DSL,No,Mailed check,Yes,No
3211-ILJTT,Month-to-month,Fiber optic,No,Bank transfer (automatic),Yes,Yes
4612-THJBS,One year,Fiber optic,No,Bank transfer (automatic),Yes,Yes
4277-BWBML,Two year,No,No internet service,Bank transfer (automatic),No,No
4094-NSEDU,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
0234-TEVTT,One year,DSL,No,Credit card (automatic),No,No
4304-TSPVK,Two year,Fiber optic,Yes,Bank transfer (automatic),No,No
1552-AAGRX,Month-to-month,Fiber optic,Yes,Bank transfer (automatic),No,No
2637-FKFSY,Month-to-month,DSL,No,Mailed check,Yes,No
9796-MVYXX,Two year,DSL,Yes,Mailed check,No,No
7874-ECPQJ,Month-to-month,No,No internet service,Bank transfer (automatic),Yes,No
0020-INWCK,Two year,Fiber optic,No,Credit card (automatic),Yes,No
7089-RKVSZ,One year,No,No internet service,Mailed check,No,No
2683-JXWQQ,Month-to-month,DSL,No,Bank transfer (automatic),No,No
9548-ZMVTX,Two year,Fiber optic,Yes,Bank transfer (automatic),No,No
8739-XNIKG,Month-to-month,Fiber optic,No,Electronic check,Yes,No
9755-JHNMN,Two year,DSL,Yes,Bank transfer (automatic),No,No
3981-QSVQI,Month-to-month,No,No internet service,Bank transfer (automatic),Yes,No
2789-HQBOU,Month-to-month,Fiber optic,No,Electronic check,Yes,No
9424-CMPOG,Two year,No,No internet service,Mailed check,No,No
5067-WJEUN,Two year,DSL,No,Bank transfer (automatic),Yes,No
3450-WXOAT,Month-to-month,DSL,No,Credit card (automatic),Yes,No
9251-WNSOD,One year,DSL,No,Mailed check,No,No
6974-DAFLI,One year,No,No internet service,Electronic check,No,No
2616-UUTFK,Month-to-month,DSL,No,Bank transfer (automatic),Yes,No
7064-JHXCE,Two year,No,No internet service,Credit card (automatic),No,No
5103-MHMHY,Month-to-month,DSL,No,Mailed check,No,Yes
7989-AWGEH,Month-to-month,DSL,No,Electronic check,Yes,No
4373-VVHQL,Month-to-month,DSL,No,Electronic check,Yes,No
4559-UWIHT,Month-to-month,Fiber optic,No,Electronic check,Yes,No
7268-IGMFD,Month-to-month,Fiber optic,Yes,Bank transfer (automatic),No,No
1846-XWOQN,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
0235-KGSLC,Month-to-month,Fiber optic,No,Credit card (automatic),Yes,Yes
6650-BWFRT,Two year,Fiber optic,Yes,Credit card (automatic),Yes,No
9570-KYEUA,Two year,Fiber optic,Yes,Credit card (automatic),No,No
6993-YGFJV,Two year,Fiber optic,Yes,Bank transfer (automatic),Yes,No
2712-SYWAY,Month-to-month,No,No internet service,Electronic check,Yes,No
0730-BGQGF,Two year,DSL,Yes,Credit card (automatic),No,No
5498-IBWPI,One year,DSL,Yes,Credit card (automatic),Yes,No
9101-NTIXF,Month-to-month,No,No internet service,Mailed check,No,No
0013-SMEOE,Two year,Fiber optic,Yes,Bank transfer (automatic),Yes,No
9314-QDMDW,One year,DSL,No,Electronic check,Yes,No
9308-ANMVE,Month-to-month,DSL,No,Electronic check,Yes,No
2884-GBPFB,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
3757-NJYBX,Month-to-month,Fiber optic,No,Bank transfer (automatic),No,Yes
3413-DHLPB,Month-to-month,Fiber optic,Yes,Bank transfer (automatic),Yes,No
7649-PHJVR,One year,No,No internet service,Mailed check,No,No
6114-TCFID,One year,DSL,Yes,Credit card (automatic),No,No
3787-TRIAL,Month-to-month,DSL,No,Electronic check,Yes,No
2573-GYRUU,Month-to-month,Fiber optic,No,Credit card (automatic),Yes,No
5156-UMKOW,Month-to-month,DSL,No,Mailed check,No,No
1247-QBVSH,Month-to-month,DSL,No,Mailed check,No,No
6734-GMPVK,Month-to-month,Fiber optic,No,Electronic check,No,No
9822-OAOVB,Month-to-month,DSL,No,Electronic check,Yes,No
6161-ERDGD,One year,DSL,Yes,Electronic check,No,No
1226-JZNKR,One year,No,No internet service,Electronic check,No,No
7318-EIVKO,Month-to-month,DSL,No,Electronic check,Yes,No
3771-PZOBW,Month-to-month,Fiber optic,No,Credit card (automatic),Yes,No
5136-KCKGI,One year,Fiber optic,No,Mailed check,Yes,Yes
8231-BSWXX,One year,Fiber optic,No,Credit card (automatic),Yes,No
6486-LHTMA,One year,Fiber optic,No,Electronic check,Yes,No
4083-BFNYK,One year,Fiber optic,No,Credit card (automatic),No,No
3722-WPXTK,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
7389-KBFIT,Month-to-month,DSL,No,Mailed check,Yes,No
7176-WIONM,Month-to-month,DSL,No,Bank transfer (automatic),Yes,No
5141-ZUVBH,Month-to-month,Fiber optic,Yes,Bank transfer (automatic),No,No
1089-HDMKP,Month-to-month,DSL,Yes,Electronic check,Yes,No
7623-HKYRK,Month-to-month,No,No internet service,Mailed check,No,No
0310-SUCIN,One year,DSL,Yes,Bank transfer (automatic),Yes,No
5197-PYEPU,One year,Fiber optic,No,Credit card (automatic),Yes,No
2929-ERCFZ,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
7548-SEPYI,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
8835-VSDSE,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
6619-RPLQZ,Two year,No,No internet service,Mailed check,No,No
3275-RHRNE,One year,DSL,Yes,Credit card (automatic),Yes,No
3503-TYDAY,Month-to-month,Fiber optic,No,Electronic check,No,No
6901-GOGZG,Two year,DSL,Yes,Electronic check,Yes,No
1623-NLDOT,One year,DSL,Yes,Mailed check,No,Yes
7021-XSNYE,Two year,DSL,Yes,Credit card (automatic),No,No
9621-OUPYD,One year,No,No internet service,Bank transfer (automatic),Yes,No
9898-KZQDZ,Month-to-month,Fiber optic,No,Credit card (automatic),Yes,Yes
8982-NHAVY,One year,Fiber optic,No,Bank transfer (automatic),Yes,No
4307-KWMXE,Month-to-month,DSL,Yes,Electronic check,No,No
0141-YEAYS,Month-to-month,Fiber optic,No,Bank transfer (automatic),Yes,No
2450-ZKEED,One year,DSL,Yes,Bank transfer (automatic),No,No
3694-DELSO,Month-to-month,DSL,No,Credit card (automatic),No,No
3893-JRNFS,Month-to-month,DSL,No,Bank transfer (automatic),Yes,No
9603-OAIHC,Month-to-month,Fiber optic,No,Electronic check,Yes,No
1133-KXCGE,One year,No,No internet service,Mailed check,No,No
5236-PERKL,Two year,Fiber optic,No,Bank transfer (automatic),Yes,Yes
0142-GVYSN,Month-to-month,No,No internet service,Electronic check,Yes,No
1049-FYSYG,Month-to-month,DSL,No,Credit card (automatic),Yes,No
7854-FOKSF,Month-to-month,DSL,No,Electronic check,No,Yes
2519-FAKOD,Month-to-month,Fiber optic,No,Bank transfer (automatic),Yes,Yes
8406-LNMHF,One year,Fiber optic,No,Credit card (automatic),Yes,No
1821-BUCWY,Two year,DSL,No,Mailed check,Yes,No
8263-JQAIK,Month-to-month,DSL,No,Mailed check,Yes,Yes
0023-UYUPN,One year,No,No internet service,Electronic check,No,No
8314-DPQHL,One year,DSL,Yes,Mailed check,No,No
1465-WCZVT,Month-to-month,No,No internet service,Mailed check,No,No
9481-SFCQY,Month-to-month,DSL,No,Credit card (automatic),Yes,No
6360-SVNWV,Month-to-month,Fiber optic,No,Credit card (automatic),Yes,No
0567-GGCAC,Month-to-month,DSL,No,Electronic check,No,No
7089-IVVAZ,Month-to-month,Fiber optic,Yes,Bank transfer (automatic),Yes,Yes
8884-MRNSU,One year,No,No internet service,Bank transfer (automatic),No,No
2171-UDMFD,Month-to-month,No,No internet service,Credit card (automatic),Yes,No
9050-IKDZA,Month-to-month,Fiber optic,No,Mailed check,No,No
2205-YMZZJ,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
9802-CAQUT,Two year,Fiber optic,No,Credit card (automatic),No,No
1254-IZEYF,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
0187-WZNAB,Month-to-month,Fiber optic,No,Mailed check,No,No
9492-TOKRI,Month-to-month,Fiber optic,No,Credit card (automatic),Yes,Yes
1475-VWVDO,Month-to-month,Fiber optic,No,Electronic check,Yes,No
9221-OTIVJ,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
1357-MVDOZ,Month-to-month,DSL,No,Bank transfer (automatic),Yes,No
7602-MVRMB,Two year,Fiber optic,Yes,Bank transfer (automatic),Yes,No
3325-FUYCG,One year,Fiber optic,No,Electronic check,No,Yes
5908-QMGOE,Month-to-month,Fiber optic,No,Credit card (automatic),Yes,Yes
1197-BVMVG,Month-to-month,Fiber optic,No,Electronic check,Yes,No
5406-KGRMX,Two year,No,No internet service,Electronic check,No,No
8481-YYXWG,Month-to-month,Fiber optic,Yes,Electronic check,Yes,Yes
5968-HYJRZ,Two year,No,No internet service,Mailed check,No,No
5198-EFNBM,One year,Fiber optic,No,Electronic check,Yes,No
7516-GMHUV,Two year,Fiber optic,No,Credit card (automatic),Yes,No
7140-ADSMJ,Month-to-month,No,No internet service,Credit card (automatic),Yes,No
2230-XTUWL,Two year,No,No internet service,Mailed check,No,No
7706-YLMQA,One year,No,No internet service,Bank transfer (automatic),No,No
2585-KTFRE,Month-to-month,DSL,Yes,Bank transfer (automatic),Yes,No
7994-UYIVZ,Month-to-month,Fiber optic,No,Bank transfer (automatic),Yes,No
2609-IAICY,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
1740-CSDJP,Month-to-month,DSL,No,Bank transfer (automatic),Yes,Yes
7717-BICXI,Two year,No,No internet service,Mailed check,No,No
6559-RAKOZ,One year,Fiber optic,Yes,Electronic check,Yes,No
2636-OHFMN,Month-to-month,DSL,No,Electronic check,Yes,Yes
4716-MRVEN,One year,No,No internet service,Mailed check,No,No
2143-LJULT,Two year,No,No internet service,Credit card (automatic),Yes,No
1323-OOEPC,Month-to-month,Fiber optic,No,Credit card (automatic),Yes,Yes
3200-MNQTF,Two year,DSL,Yes,Credit card (automatic),No,No
6164-HXUGH,Month-to-month,No,No internet service,Mailed check,No,No
5630-IXDXV,Month-to-month,Fiber optic,No,Electronic check,Yes,No
0320-DWVTU,Two year,Fiber optic,Yes,Mailed check,No,No
9135-MGVPY,Two year,DSL,Yes,Mailed check,Yes,No
1212-GLHMD,Month-to-month,Fiber optic,No,Mailed check,Yes,No
7878-JGDKK,Month-to-month,DSL,No,Mailed check,No,No
1088-AUUZZ,Two year,DSL,Yes,Credit card (automatic),Yes,No
0397-GZBBC,Month-to-month,Fiber optic,No,Bank transfer (automatic),Yes,Yes
6614-YWYSC,Two year,No,No internet service,Bank transfer (automatic),No,No
9588-OZDMQ,Month-to-month,DSL,No,Electronic check,Yes,No
7641-EUYET,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
6476-EPYZR,Month-to-month,No,No internet service,Mailed check,No,No
9921-ZVRHG,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
1174-FGIFN,One year,Fiber optic,Yes,Electronic check,Yes,No
6620-HVDUJ,Month-to-month,DSL,Yes,Bank transfer (automatic),No,No
4701-MLJPN,Month-to-month,DSL,Yes,Electronic check,Yes,Yes
1032-MAELW,One year,DSL,Yes,Electronic check,Yes,No
7641-TQFHN,Two year,Fiber optic,Yes,Mailed check,No,No
1552-TKMXS,Month-to-month,No,No internet service,Credit card (automatic),No,No
9206-GVPEQ,Month-to-month,DSL,Yes,Electronic check,Yes,Yes
8622-ZLFKO,Month-to-month,Fiber optic,No,Electronic check,Yes,No
1596-BBVTG,Month-to-month,Fiber optic,No,Credit card (automatic),No,Yes
6188-UXBBR,One year,No,No internet service,Credit card (automatic),Yes,No
2333-KWEWW,Two year,No,No internet service,Credit card (automatic),No,No
5702-SKUOB,Month-to-month,No,No internet service,Mailed check,No,No
1134-YWTYF,Month-to-month,DSL,Yes,Electronic check,Yes,No
6061-GWWAV,One year,DSL,No,Mailed check,No,No
0679-TDGAK,One year,DSL,Yes,Electronic check,No,No
6585-WCEWR,Two year,No,No internet service,Electronic check,No,No
9067-YGSCA,One year,No,No internet service,Credit card (automatic),No,No
9067-SQTNS,One year,No,No internet service,Bank transfer (automatic),No,No
8433-WXGNA,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
1776-SPBWV,One year,No,No internet service,Bank transfer (automatic),Yes,No
8735-SDUFN,Two year,No,No internet service,Bank transfer (automatic),No,No
9668-PUGNU,Two year,No,No internet service,Electronic check,Yes,No
9405-GPBBG,Two year,Fiber optic,Yes,Credit card (automatic),Yes,No
1926-QUZNN,Two year,No,No internet service,Bank transfer (automatic),Yes,No
3707-GNWHM,Month-to-month,Fiber optic,No,Mailed check,Yes,Yes
7016-NVRIC,One year,Fiber optic,No,Bank transfer (automatic),No,No
5829-NVSQN,One year,DSL,Yes,Bank transfer (automatic),Yes,No
9565-AXSMR,Two year,No,No internet service,Mailed check,No,No
8922-LIEGH,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
8869-LIHMK,Two year,Fiber optic,Yes,Bank transfer (automatic),Yes,No
8245-UMPYT,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
5186-SAMNZ,Month-to-month,Fiber optic,No,Bank transfer (automatic),Yes,Yes
0447-RXSGD,Month-to-month,Fiber optic,No,Bank transfer (automatic),Yes,No
4927-WWOOZ,Month-to-month,Fiber optic,No,Electronic check,Yes,No
5788-YPOEG,Two year,DSL,Yes,Mailed check,No,No
5373-SFODM,Month-to-month,Fiber optic,No,Credit card (automatic),Yes,Yes
0661-KBKPA,One year,DSL,Yes,Mailed check,Yes,No
9081-WWXKP,Two year,No,No internet service,Credit card (automatic),No,No
0784-ZQJZX,Two year,No,No internet service,Credit card (automatic),No,No
3133-PZNSR,Two year,Fiber optic,Yes,Credit card (automatic),Yes,No
5766-ZJYBB,Month-to-month,No,No internet service,Mailed check,No,Yes
8931-GJJIQ,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
4277-PVRAN,Month-to-month,Fiber optic,No,Bank transfer (automatic),Yes,Yes
0022-TCJCI,One year,DSL,No,Credit card (automatic),No,Yes
0722-SVSFK,Month-to-month,Fiber optic,Yes,Electronic check,Yes,No
3612-YVGSJ,Two year,No,No internet service,Credit card (automatic),Yes,No
9825-YCXWZ,One year,Fiber optic,Yes,Bank transfer (automatic),Yes,No
5397-NSKQG,Two year,DSL,No,Credit card (automatic),No,No
8565-HBFNN,One year,Fiber optic,Yes,Credit card (automatic),Yes,No
2000-DHJUY,Two year,DSL,Yes,Bank transfer (automatic),Yes,No
0203-HHYIJ,One year,No,No internet service,Bank transfer (automatic),No,Yes
8670-ERCJH,Two year,Fiber optic,Yes,Bank transfer (automatic),No,No
7758-UJWYS,Two year,DSL,Yes,Electronic check,Yes,No
2050-ONYDQ,Two year,No,No internet service,Credit card (automatic),No,No
7055-JCGNI,Two year,Fiber optic,Yes,Credit card (automatic),Yes,No
0739-UUAJR,Two year,DSL,No,Credit card (automatic),Yes,No
4826-DXMUP,One year,DSL,Yes,Mailed check,Yes,No
0952-KMEEH,Month-to-month,Fiber optic,No,Mailed check,No,Yes
7285-KLOTR,One year,DSL,No,Electronic check,No,No
0654-PQKDW,One year,DSL,Yes,Bank transfer (automatic),Yes,No
7175-NTIXE,Month-to-month,DSL,Yes,Credit card (automatic),Yes,No
7963-SHNDT,Two year,DSL,Yes,Mailed check,No,No
9796-BPKIW,Month-to-month,Fiber optic,No,Credit card (automatic),Yes,No
0188-GWFLE,Month-to-month,No,No internet service,Mailed check,No,No
8129-GMVGI,Two year,No,No internet service,Mailed check,No,No
2882-DDZPG,Month-to-month,No,No internet service,Bank transfer (automatic),No,No
3547-LQRIK,One year,No,No internet service,Electronic check,No,No
9137-NOQKA,Month-to-month,No,No internet service,Electronic check,No,No
5843-TTHGI,Month-to-month,DSL,No,Mailed check,Yes,No
1849-RJYIG,Month-to-month,DSL,No,Electronic check,Yes,No
8868-GAGIO,Month-to-month,Fiber optic,No,Mailed check,Yes,No
4061-UKJWL,Month-to-month,DSL,No,Mailed check,No,No
5380-XPJNZ,One year,No,No internet service,Mailed check,No,No
8263-QMNTJ,Two year,Fiber optic,Yes,Electronic check,Yes,No
8178-EYZUO,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
3230-JCNZS,Two year,Fiber optic,No,Credit card (automatic),Yes,No
0277-ORXQS,Two year,DSL,Yes,Bank transfer (automatic),No,No
5130-IEKQT,Month-to-month,Fiber optic,No,Mailed check,No,Yes
3230-WYKIR,One year,DSL,Yes,Credit card (automatic),Yes,Yes
7996-BPXHY,Two year,No,No internet service,Bank transfer (automatic),Yes,No
3227-WLKLI,Two year,DSL,Yes,Bank transfer (automatic),No,No
0407-BDJKB,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
2266-FUBDZ,Two year,No,No internet service,Mailed check,No,No
8237-ULIXL,Two year,No,No internet service,Credit card (automatic),No,No
9600-UDOPK,Month-to-month,Fiber optic,No,Credit card (automatic),Yes,Yes
8216-AZUUZ,Two year,Fiber optic,Yes,Electronic check,Yes,No
9153-BTBVV,Two year,No,No internet service,Bank transfer (automatic),No,No
4074-SJFFA,Month-to-month,DSL,No,Mailed check,Yes,Yes
3269-ATYWD,Month-to-month,Fiber optic,No,Bank transfer (automatic),Yes,Yes
5186-PEIZU,Month-to-month,No,No internet service,Bank transfer (automatic),No,No
1074-AMIOH,Month-to-month,Fiber optic,Yes,Bank transfer (automatic),Yes,No
4910-GMJOT,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
0354-WYROK,Month-to-month,Fiber optic,Yes,Electronic check,Yes,Yes
4361-FEBGN,Two year,No,No internet service,Credit card (automatic),No,No
7748-UMTRK,Month-to-month,Fiber optic,Yes,Electronic check,Yes,No
0380-ZCSBI,Month-to-month,No,No internet service,Credit card (automatic),No,No
7145-FEJWU,Month-to-month,Fiber optic,No,Electronic check,Yes,No
6463-MVYRY,Two year,DSL,Yes,Bank transfer (automatic),No,No
3969-JQABI,Month-to-month,DSL,No,Credit card (automatic),Yes,No
9624-EGDEQ,Two year,No,No internet service,Mailed check,No,No
1051-EQPZR,Month-to-month,No,No internet service,Mailed check,No,No
5849-ASHZJ,One year,No,No internet service,Credit card (automatic),No,No
5780-INQIK,Month-to-month,DSL,Yes,Electronic check,No,No
7576-OYWBN,Month-to-month,Fiber optic,No,Electronic check,Yes,Yes
4526-ZJJTM,Month-to-month,Fiber optic,No,Bank transfer (automatic),No,No
8384-FZBJK,Month-to-month,Fiber optic,No,Electronic check,Yes,No
3750-RNQKR,Month-to-month,No,No internet service,Mailed check,No,No
0962-CQPWQ,Two year,No,No internet service,Bank transfer (automatic),No,No
3096-YXENJ,Two year,Fiber optic,Yes,Bank transfer (automatic),Yes,No
1265-BCFEO,Two year,DSL,Yes,Bank transfer (automatic),Yes,No
5837-LXSDN,One year,DSL,No,Credit card (automatic),Yes,No
5945-AZYHT,One year,Fiber optic,No,Electronic check,Yes,No
8325-QRPZR,Month-to-month,Fiber optic,No,Electronic check,Yes,No
6384-VMJHP,Two year,DSL,Yes,Credit card (automatic),Yes,No
2262-SLNVK,Month-to-month,Fiber optic,No,Electronic check,No,No
7730-CLDSV,Two year,Fiber optic,Yes,Bank transfer (automatic),Yes,No
1135-HIORI,One year,Fiber optic,Yes,Electronic check,Yes,No
0164-APGRB,Two year,Fiber optic,Yes,Electronic check,Yes,No
6481-ESCNL,Month-to-month,Fiber optic,No,Bank transfer (automatic),No,No
1790-NESIO,Two year,No,No internet service,Mailed check,Yes,No
1550-EENBN,Month-to-month,Fiber optic,No,Electronic check,No,No
